name,status,publisher,price_old,price_new,discount,authors,img_url
Программирование в среде Lazarus. Учебное пособие,Ограничено,Форум:            Среднее профессиональное образование,4757,2616,45,Гуриков Сергей Ростиславович,https://img4.labirint.ru/rc/479ca3eb4f9216de3545ad9309dae0f7/220x340q80/books70/691694/cover.jpg
Программирование и основы алгоритмизации.Теоретические основы и примеры реализации численных методов,Ограничено,РИОР:            Высшее образование,1737,955,45,"Затонский Андрей Владимирович, Бильфельд Николай Валентинович",https://img4.labirint.ru/rc/3de9c6bab43ab5604f03fa3cea3f9d76/220x340q80/books70/698026/cover.jpg?1564205915
Программное обеспечение компьютерных сетей и web-серверов. Учебное пособие,На складе,ИНФРА-М:            Среднее профессиональное образование,1691,930,45,Лисьев Григорий Авенирович и др.,https://img4.labirint.ru/rc/4763fb01a8b7fa748047b95daa8516e5/220x340q80/books70/698028/cover.jpg?1564205916
Технологии параллельного программирования. Учебное пособие,На складе,Форум:            Высшее образование,1828,1005,45,"Лупин Сергей Андреевич, Посыпкин Михаил Анатольевич",https://img3.labirint.ru/rc/4334cb5692dd04f17433850e3f93393a/220x340q80/books70/698061/cover.jpg?1564205943
Глубокое обучение и TensorFlow для профессионалов. Математический подход к построению систем,Ограничено,Вильямс,3976,2187,45,Паттанаяк Сантану,https://img3.labirint.ru/rc/7feb44753f7b0ea986e1e6cf54b17356/220x340q80/books70/698175/cover.jpg?1558693507
Введение в анализ алгоритмов,На складе,ДМК-Пресс,2423,1333,45,Солтис Майкл,https://img3.labirint.ru/rc/6ab8d2362d682db638e39274c5dd7f18/220x340q80/books70/697731/cover.jpg?1557505557
Практикум по решению задач на ЭВМ в среде Delphi. Учебное пособие,На складе,Форум:            Среднее профессиональное образование,3292,1811,45,"Бунаков Павел Юрьевич, Лопатин А. К.",https://img3.labirint.ru/rc/7fbad39e349946b270b8862938ec3348/220x340q80/books70/696249/cover.jpg?1564204679
Анализ вредоносных программ,На складе,ДМК-Пресс,2693,1481,45,Монаппа К. А.,https://img3.labirint.ru/rc/ac1f90f04c1a1352e0f787f8f440bc5e/220x340q80/books70/696457/cover.jpg?1556652304
Java. Библиотека профессионала. Том 1. Основы,На складе,Диалектика,6567,3612,45,Хорстманн Кей С.,https://img4.labirint.ru/rc/3145d15ff21e227a702936f3f712b7cc/220x340q80/books70/695676/cover.jpg?1564204301
JavaScript. Карманный справочник,На складе,Диалектика,1901,1046,45,Флэнаган Дэвид,https://img3.labirint.ru/rc/42a82b68d6df5495115f12aaeaf39106/220x340q80/books70/695677/cover.jpg?1564204302
Искусство программирования. Том 3. Сортировка и поиск,Ограничено,Диалектика,9159,5037,45,Кнут Дональд Эрвин,https://img3.labirint.ru/rc/d9cc66cade9db6771bfeed70195b64b6/220x340q80/books70/695679/cover.jpg?1564204303
Применение UML 2.0 и шаблонов проектирования,На складе,Диалектика,9159,5037,45,Ларман Крэг,https://img4.labirint.ru/rc/b288e583248ac1fb4bf778e6999f934e/220x340q80/books70/695680/cover.jpg?1564204304
Язык программирования C++. Краткий курс,На складе,Диалектика,2592,1426,45,Страуструп Бьярне,https://img4.labirint.ru/rc/09ebe78307cc9276eeee169c7af02d9f/220x340q80/books70/695682/cover.jpg?1564204306
Численные методы и программирование. Учебное пособие,Ограничено,Форум:            Среднее профессиональное образование,3914,2153,45,Колдаев Виктор Дмитриевич,https://img4.labirint.ru/rc/ca0465042afee5c2f13ba28c8259ba56/220x340q80/books70/695386/cover.jpg?1564204075
Микросервисы и контейнеры Docker,На складе,ДМК-Пресс,2693,1481,45,Кочер Парминдер Сингх,https://img3.labirint.ru/rc/89afe9fbd24d1bb4469ebccde5423c09/220x340q80/books70/691503/cover.jpg?1555594011
Биометрическая защита. Обзор технологии,На складе,ДМК-Пресс,402,221,45,Суомалайнен Антти,https://img4.labirint.ru/rc/69ca9778d181f88ae8c0a09aa82e07d5/220x340q80/books70/693182/cover.jpg?1555597678
Легкий способ выучить Java,На складе,Бомбора:            Мировой компьютерный бестселлер,1455,1062,27,Пейн Брайсон,https://img4.labirint.ru/rc/839b51bcd31f1caf209228080eb96159/220x340q80/books70/692846/cover.jpg?1564202438
Программирование в Erlang,На складе,ДМК-Пресс:            Функциональное программирование,2693,1481,45,"Томпсон Саймон, Чезарини Франческо",https://img4.labirint.ru/rc/2a5b4d1859ee20cb079bfd1679fc9536/220x340q80/books34/335424/cover.jpg?1639567509
Искусство программирования. Том 2. Получисленные алгоритмы,Ограничено,Диалектика,7778,4278,45,Кнут Дональд Эрвин,https://img4.labirint.ru/rc/a62e22f761d38fcfe34df61135a6d0df/220x340q80/books52/512884/cover.jpg?1644593153
Искусственный интеллект для чайников,Ограничено,"Диалектика:            Для ""чайников""",2592,1426,45,"Мюллер Джон Пол, Массарон Лука",https://img3.labirint.ru/rc/6299546f062c1d69e373f89f55ac186b/220x340q80/books69/689151/cover.jpg?1564199849
Современные технологии программирования. Разработка Windows-приложений на языке С#. Учебник. Том 2,На складе,Прометей,1685,927,45,Горелов Сергей Витальевич,https://img4.labirint.ru/rc/a52a6aa588828f77b296d33ddcf3215c/220x340q80/books69/686238/cover.jpg?1564198076
Компьютерное зрение. Теория и алгоритмы,На складе,ДМК-Пресс,5653,3109,45,Клетте Рейнхард,https://img3.labirint.ru/rc/273c23171d7703d36553578f33d88ab8/220x340q80/books69/687699/cover.jpg?1553527551
Java. Оптимизация программ. Практические методы повышения производительности приложений в JVM,Ограничено,Диалектика,6567,3612,45,Эванс Бенджамин и др.,https://img4.labirint.ru/rc/bcaa15f9859c3e04ed5004fb08f36c95/220x340q80/books69/688120/cover.jpg?1552983904
CSS. Полный справочник. Визуальное форматирование веб-страниц,На складе,Диалектика,9159,5037,45,"Мейер Эрик, Уэйл Эстель",https://img3.labirint.ru/rc/1ae7ff92b1cc612b77c212030e685e03/220x340q80/books69/688121/cover.jpg?1552983904
