name,status,publisher,price_old,price_new,discount,authors,img_url
Информационные системы и программирование. Администратор баз данных. Учебник,На складе,ИНФРА-М:            Среднее профессиональное образование,4200,2310,45,Логачев Максим Сергеевич,https://img4.labirint.ru/rc/4cae979a11384134ece35ceb52d58a08/220x340q80/books74/730656/cover.jpg?1577111147
Программное обеспечение компьютерных сетей. Учебное пособие,На складе,ИНФРА-М:            Среднее профессиональное образование,1711,941,45,Исаченко Олег Вячеславович,https://img4.labirint.ru/rc/0bad0424ef4f2e79f7654807e604d100/220x340q80/books74/730664/cover.jpg?1577111154
Моделирование химико-технологических процессов. Принципы применения пакетов компютерн. математики,На складе,Лань:            Учебники для вузов. Специальная литература,4120,2266,45,"Гартман Томаш Николаевич, Клушин Дмитрий Витальевич",https://img4.labirint.ru/rc/656dcfdef8ce7357fbe2f93e86ed757d/220x340q80/books74/730272/cover.jpg?1576934748
Клиентские технологии веб-программирования: JavaScript и DOM,На складе,Лань:            Учебники для вузов. Специальная литература,1706,938,45,Диков Андрей Валентинович,https://img3.labirint.ru/rc/0033326795f6a8b753d8213d5e4299c1/220x340q80/books74/730281/cover.jpg?1576938346
Основы глубокого обучения. Создание алгоритмов для искусственного интеллекта следующего поколения,На складе,"Манн, Иванов и Фербер",2608,1904,27,Будума Нихиль,https://img4.labirint.ru/rc/b15b5fa60dd11064d2df890ab92d4b68/220x340q80/books73/728266/cover.png?1603203900
Алгоритмы. Вводный курс,На складе,Вильямс,2592,1426,45,Кормен Томас,https://img3.labirint.ru/rc/24c5a2998597d6241a1c43d1440aa732/220x340q80/books74/730139/cover.jpg?1576236307
Программирование встроенных систем на С++ 17. Создание универсальных и надежных встроенных решений,Ограничено,ДМК-Пресс,3230,1777,45,Пошевай Майа,https://img3.labirint.ru/rc/349222cba60ec4ffe2f7f78871ea8cda/220x340q80/books74/730111/cover.jpg?1576506427
ELIXIR в действии,На складе,ДМК-Пресс,3230,1777,45,Юрич Саша,https://img3.labirint.ru/rc/0b4ff98a303ce3122aa2571d40d134dc/220x340q80/books73/729577/cover.jpg?1576157205
Глубокое обучение для поисковых систем,На складе,ДМК-Пресс,2693,1481,45,Теофили Томмазо,https://img4.labirint.ru/rc/6757e26fde5637a6cb16f069d0bde759/220x340q80/books73/728966/cover.jpg?1575890775
Введение в программирование на языке Visual Basic for Applications (VBA). Учебное пособие,На складе,ИНФРА-М:            Высшее образование. Бакалавриат,3370,1854,45,Гуриков Сергей Ростиславович,https://img3.labirint.ru/rc/87acfeedc2b1a1efe55060db8f303470/220x340q80/books73/728809/cover.jpg?1575977151
HTML и CSS. Разработка и дизайн веб-сайтов,На складе,Эксмо:            Мировой компьютерный бестселлер,2491,1818,27,Дакетт Джон,https://img4.labirint.ru/rc/1f7ffd9b1b994d8bd8f2252885bf36a6/220x340q80/books69/687374/cover.jpg?1564198781
Байесовский анализ на Python,На складе,ДМК-Пресс,3230,1777,45,Мартин Освальдо,https://img3.labirint.ru/rc/27b9fb81d8c44895772b53bc3d3278d9/220x340q80/books73/728419/cover.jpg?1575627960
Состязательные сети. Проекты,На складе,ДМК-Пресс,2423,1333,45,Ахирвар Кайлаш,https://img3.labirint.ru/rc/943b709302510ac5841cbb8ddccb1e97/220x340q80/books73/728421/cover.jpg?1575627963
Основы программирования на языке С. Учебное пособие,На складе,Форум:            Среднее профессиональное образование,2605,1433,45,"Дорогов Виктор Георгиевич, Дорогова Екатерина Георгиевна",https://img4.labirint.ru/rc/0429e1a00463f8138b3fc42c3c5bc45b/220x340q80/books73/727926/cover.jpg?1575732340
Программирование на языке Си. Учебное пособие,Ограничено,Форум:            Среднее профессиональное образование,2307,1269,45,"Кузин Александр Владимирович, Чумакова Екатерина Витальевна",https://img3.labirint.ru/rc/aabc6ceda7936ed294fd01a2c6aa9dcd/220x340q80/books73/727927/cover.jpg?1575732341
Разработка мобильных приложений на C# для iOS и Android,На складе,ДМК-Пресс,2153,1184,45,Черников Вячеслав,https://img3.labirint.ru/rc/3a7426945d57063914065b141060be4b/220x340q80/books73/727089/cover.jpg?1574947548
C. Полное руководство. Классическое издание,На складе,Диалектика,7778,4278,45,Шилдт Герберт,https://img3.labirint.ru/rc/ef0b4e9c058b54d66114f337c1180636/220x340q80/books73/726843/cover.jpg?1574349944
NGINX. Книга рецептов. Продвинутые рецепты высокопроизводительной   балансировки нагрузки,На складе,ДМК-Пресс,2153,1184,45,Де Йонге Дерек,https://img4.labirint.ru/rc/199fe878924f8e2e3cc5c84c8c81237b/220x340q80/books73/726194/cover.jpg?1574432787
Как стать хакером,На складе,ДМК-Пресс,2693,1481,45,Притяну Эдриан,https://img3.labirint.ru/rc/0f287315a4635830e3e3678e332f239c/220x340q80/books73/726195/cover.jpg?1574342753
Шаблоны проектирования для облачной среды,На складе,ДМК-Пресс,3230,1777,45,Дэвис Корнелия,https://img4.labirint.ru/rc/786ef1179b1e1629d7ec50befe74e147/220x340q80/books73/726196/cover.jpg?1574339114
SQL для чайников,На складе,"Диалектика:            Для ""чайников""",3112,1712,45,Тейлор Аллен Дж.,https://img3.labirint.ru/rc/8df75a125ba6e09cb63e8c6e7807ce66/220x340q80/books73/725637/cover.jpg?1573813554
Архитекторы интеллекта. Вся правда об искусственном интеллекте от его создателей,На складе,Питер:            Библиотека программиста,1600,1248,22,Форд Мартин,https://img4.labirint.ru/rc/8a631d506353fe6f510948ba3f66d84d/220x340q80/books73/725660/cover.jpg?1573899958
Глубокое обучение и игра в го,На складе,ДМК-Пресс,3499,1924,45,"Памперла Макс, Фергюсон Кевин",https://img3.labirint.ru/rc/6c42120f834f2131e86236ef8d466b97/220x340q80/books73/725227/cover.jpg?1573727158
Разработка игр на Unreal Engine 4 за 24 часа,На складе,Бомбора:            Мировой компьютерный бестселлер,2925,2135,27,Куксон Арам и др.,https://img4.labirint.ru/rc/4bb023483f5af1dd2bc92f47f6e35640/220x340q80/books73/724470/cover.jpg?1589880303
Основы объектно-ориентированного программирования на базе языка С#. Учебное пособие,На складе,Лань:            Учебники для вузов. Специальная литература,1422,782,45,Залогова Любовь Алексеевна,https://img4.labirint.ru/rc/1ee5a53156e47b9d8943f8df602d01c6/220x340q80/books65/646724/cover.jpg?1564117972
Квантовые вычисления для настоящих айтишников,На складе,Питер:            Библиотека программиста,1560,1217,22,Бернхард Крис,https://img3.labirint.ru/rc/72fd32814a19a71a078f8943e0c13cdc/220x340q80/books73/723759/cover.jpg?1572683141
1400 задач по программированию,На складе,ДМК-Пресс,1075,591,45,Златопольский Дмитрий Михайлович,https://img4.labirint.ru/rc/b5431700e18a4c4bf1b64bb4632c683a/220x340q80/books73/723474/cover.jpg?1572603957
VHDL. Справочное пособие по основам языка,На складе,ДМК-Пресс:            Программируемые системы,1345,740,45,Бабак В. П. и др.,https://img3.labirint.ru/rc/0698991741b5c3e0e8c4ca2af98e29f9/220x340q80/books73/720515/cover.jpg?1570807673
Бессерверные приложения на JavaScipt,На складе,ДМК-Пресс,3095,1702,45,"Стоянович Слободан, Симович Александар",https://img3.labirint.ru/rc/dc3a7e0950c573b82e9b61fefe9e6cc9/220x340q80/books73/723475/cover.jpg?1572603958
Head First. Kotlin,На складе,Питер:            Head First (O'Reilly),4000,3120,22,"Гриффитс Дэвид, Гриффитс Дон",https://img4.labirint.ru/rc/d28b2391645e75c27546920173327995/220x340q80/books73/722612/cover.jpg?1572020779
Алгоритмы и программы. Язык С++. Учебное пособие,Ограничено,Лань:            Учебники для вузов. Специальная литература,2613,1437,45,"Конова Елена Александровна, Поллак Галина Андреевна",https://img4.labirint.ru/rc/9dfc6a18bc48ac92e0119caacdb8d3b1/220x340q80/books54/530508/cover.jpg?1563903691
Программирование в среде Delphi. Создание проектов. Учебное пособие,Ограничено,Лань:            Учебники для вузов. Специальная литература,442,243,45,Саблукова Наталья Геннадьевна,https://img4.labirint.ru/rc/6fa063c6b98aede8018aebe8e39a8b3f/220x340q80/books73/721510/cover.jpg?1571599561
Программирование в среде Delphi. Основные команды. Первые проекты,На складе,Лань:            Учебники для вузов. Специальная литература,718,395,45,Саблукова Наталья Геннадьевна,https://img3.labirint.ru/rc/cb7ffdeebffe33d2ca298087b6a1f734/220x340q80/books73/721511/cover.jpg?1571599562
Основы алгоритмизации и программирования на языке Microsoft Visual Basic. Учебное пособие,На складе,ИНФРА-М:            Среднее профессиональное образование,5444,2994,45,Гуриков Сергей Ростиславович,https://img3.labirint.ru/rc/462f038eae129d0214b1ee630977f88e/220x340q80/books73/721659/cover.jpg?1571923545
MATLAB 6.5 SP1/7/7 SP1/7 SP2 + Simulink 5/6. Инструменты искусственного интеллекта и биоинформатики,На складе,Солон-пресс:            Библиотека профессионала,2397,1318,45,"Дьяконов Владимир Павлович, Круглов Владимир Васильевич",https://img4.labirint.ru/rc/37da3b8577bd8f5ab35ef644356efe96/220x340q80/books73/721818/cover.jpg?1571937977
Компьютерный анализ и моделирование электрических цепей переменного тока в среде MATLAB,Ограничено,Солон-пресс:            Библиотека студента,495,272,45,,https://img3.labirint.ru/rc/568a626c627a7e2bb7621675a38e199a/220x340q80/books73/721819/cover.jpg?1571937978
Компьютерный анализ и моделирование электрических цепей переменного тока в среде MATLAB,На складе,Солон-пресс:            Библиотека студента,719,395,45,,https://img4.labirint.ru/rc/93f8bd46c16c8ee721f60c5e05f0cccf/220x340q80/books73/721820/cover.jpg?1571937979
Компьютерный анализ и моделирование электрических цепей постоянного тока в среде MATLAB,На складе,Солон-пресс:            Библиотека студента,315,173,45,,https://img3.labirint.ru/rc/3d65ca3f8fd3150a22e6fd257178191a/220x340q80/books73/721821/cover.jpg?1571937979
Компьютерный анализ и моделирование электрических цепей постоянного тока в среде MATLAB,На складе,Солон-пресс:            Библиотека студента,719,395,45,,https://img4.labirint.ru/rc/330cb21caad24b70567d3857cf24c52d/220x340q80/books73/721822/cover.jpg?1571937980
Компьютерный анализ четырехполюсников с помощью MATLAB,На складе,Солон-пресс:            Библиотека студента,1032,568,45,,https://img3.labirint.ru/rc/967a062764fabb4b67e6c62bd1ebf29d/220x340q80/books73/721823/cover.jpg?1571937981
Компьютерный анализ четырехполюсников с помощью MATLAB,На складе,Солон-пресс:            Библиотека студента,430,237,45,,https://img4.labirint.ru/rc/26d2d413927e25b56bdc440cb69864cc/220x340q80/books73/721824/cover.jpg?1571937982
Компьютерный спектральный анализ сигналов с помощью MATLAB,На складе,Солон-пресс:            Библиотека студента,823,453,45,,https://img4.labirint.ru/rc/683e7ec1c7542cd3a4036214351236d5/220x340q80/books73/721826/cover.jpg?1571581563
Компьютерный спектральный анализ сигналов с помощью MATLAB,На складе,Солон-пресс:            Библиотека студента,404,222,45,,https://img4.labirint.ru/rc/2c43a014ed6379c0d02dd2a54975c6cf/220x340q80/books73/721828/cover.jpg?1571937983
Глубокое обучение в биологии и медицине,На складе,ДМК-Пресс,1883,1036,45,Рамсундар Бхарат и др.,https://img3.labirint.ru/rc/845bb9169f8079050fb1a4084b93ccd2/220x340q80/books73/720821/cover.jpg?1570796754
"Современный язык Java. Лямбда-выражения, потоки и функциональное программирование",На складе,Питер:            Для профессионалов,2941,2294,22,Урма Рауль-Габриэль и др.,https://img3.labirint.ru/rc/d72af0d1f4dd3a5b44bcfdc59ad1e631/220x340q80/books72/719645/cover.jpg?1570437074
Программирование на языке высокого уровня. Программирование на языке Object Pascal. Учебное пособие,На складе,Форум:            Высшее образование: Бакалавриат,4381,2410,45,Немцова Тамара Игоревна и др.,https://img3.labirint.ru/rc/0357975938f47966319114a4b3996716/220x340q80/books72/719501/cover.jpg?1571045108
Математическое программирование. Учебное пособие,Ограничено,Лань:            Учебники для вузов. Специальная литература,3791,2085,45,Ржевский Сергей Владимирович,https://img3.labirint.ru/rc/e635df78ed437d2c3b88061aa4690920/220x340q80/books72/719101/cover.jpg?1571073908
Практика нейросетевого моделирования. Учебное пособие,Ограничено,Лань:            Учебники для вузов. Специальная литература,2487,1368,45,"Хливненко Любовь Владимировна, Пятакович Феликс Андреевич",https://img3.labirint.ru/rc/4a6e0e9ba6d19daa58f451f568319e75/220x340q80/books72/719103/cover.jpg?1571073909
Python и анализ данных,На складе,ДМК-Пресс,3635,1999,45,Маккини Уэс,https://img4.labirint.ru/rc/3aab4ae0c2088ad427aae5aa874df0da/220x340q80/books72/718860/cover.jpg?1570116311
Алгоритмы эволюционной оптимизации,На складе,ДМК-Пресс,5383,2961,45,Саймон Дэн,https://img3.labirint.ru/rc/664d7cc371de8397da2abae642abc64f/220x340q80/books72/718865/cover.jpg?1570030288
"Прикладные задачи оптимизации. Модели, методы, алгоритмы",Ограничено,Солон-пресс:            Библиотека профессионала,1163,640,45,Струченков Валерий Иванович,https://img4.labirint.ru/rc/54ea5b268454d5b23e5258f645bd4574/220x340q80/books53/525296/cover.jpg?1563892784
Машинный интеллект. Очерки по теории машинного обучения и искусственного интеллекта,Ограничено,РИОР:            Наука и практика,3966,2181,45,Шумский Сергей Александрович,https://img3.labirint.ru/rc/3db90917b0fdd49957ea2f621da44b54/220x340q80/books72/717403/cover.jpg?1569774343
C#. Программирование 2D и 3D векторной графики (+CD),Ограничено,Лань:            Учебники для вузов. Специальная литература,2928,1610,45,"Тюкачев Николай Аркадиевич, Хлебостроев Виктор Григорьевич",https://img3.labirint.ru/rc/5aabfbde690d10123dd505ff11057f94/220x340q80/books60/598759/cover.jpg?1564032655
Клиентские технологии веб-дизайна. HTML5 и CSS3. Учебное пособие,На складе,Лань:            Учебники для вузов. Специальная литература,2003,1102,45,Диков Андрей Валентинович,https://img4.labirint.ru/rc/446bb76b3944a0a03b897dcb696e122f/220x340q80/books72/717060/cover.jpg?1569176787
Технология разработки программного обеспечения. Учебное пособие,На складе,Лань:            Учебники для вузов. Специальная литература,3162,1739,45,Зубкова Татьяна Михайловна,https://img3.labirint.ru/rc/56b3e394ed63d9a41347b6060fae45ad/220x340q80/books72/717061/cover.jpg?1569176788
C++ за 21 день,Ограничено,Диалектика,6567,3612,45,Рао Сиддхартха,https://img3.labirint.ru/rc/a369fd705f7f7ffb40c2d28627a8c80b/220x340q80/books72/717207/cover.jpg?1569767190
Docker на практике,На складе,ДМК-Пресс,4306,2368,45,"Миллан Иан, Сейерс Эйдан Хобсон",https://img3.labirint.ru/rc/8e240ace18f79d5023b095e09dd689fd/220x340q80/books72/716923/cover.jpg?1568895970
Swift подробно,На складе,ДМК-Пресс,3905,2148,45,Чейрд Инт Вейн,https://img4.labirint.ru/rc/a59077abe3fdba8b300d22e6b3679982/220x340q80/books72/716924/cover.jpg?1568895971
Java. Справочник разработчика,На складе,Вильямс,5186,2852,45,"Эванс Бенджамин, Флэнаган Дэвид",https://img3.labirint.ru/rc/d1b4cad7483483fa1f3ea51cbe2b6d5d/220x340q80/books72/715697/cover.jpg?1568118312
Оптимизация программ на C++. Проверенные методы повышения производительности,На складе,Диалектика,5186,2852,45,Гантерот Курт,https://img4.labirint.ru/rc/87524175c47d936a68fd3439efc1e88c/220x340q80/books72/715700/cover.jpg?1568118313
Компьютерное моделирование полупроводниковых систем в MatLab 6.0. Учебное пособие,Ограничено,Корона-Принт:            Учебное пособие,542,298,45,Герман-Галкин Сергей Германович,https://img4.labirint.ru/rc/bd3550a912191b19b0e811204e53d409/220x340q80/books13/128794/cover.jpg?1563540180
Идиомы и паттерны проектирования в современном С++,На складе,ДМК-Пресс,3499,1924,45,Пикус Федор Г.,https://img4.labirint.ru/rc/98117a96832730673548553e0f07c5d8/220x340q80/books72/714256/cover.jpg?1567337171
Основы тестирования и верификации программного обеспечения,На складе,Лань:            Учебники для вузов. Специальная литература,3477,1912,45,Старолетов Сергей Михайлович,https://img4.labirint.ru/rc/9bfdce4a8f3a5c260ea63c644a006251/220x340q80/books67/669708/cover.jpg?1613043277
Изучаем Python. Том 1,На складе,Диалектика,6567,3612,45,Лутц Марк,https://img3.labirint.ru/rc/d5aa7d627b0615edf5e4b8a20c3860b0/220x340q80/books72/713013/cover.jpg?1567067113
Рефакторинг кода на JavaScript. Улучшение проекта существующего кода,На складе,Вильямс,7778,4278,45,Фаулер Мартин,https://img4.labirint.ru/rc/7d182faaad8a8559707f566eea607441/220x340q80/books72/713014/cover.jpg?1566303955
"Путь Python. Черный пояс по разработке, масштабированию, тестированию и развертыванию",Ограничено,Питер:            Библиотека программиста,1661,1296,22,Данжу Джульен,https://img4.labirint.ru/rc/492ff9a79bdee2f69ce51e84d13a904b/220x340q80/books72/713544/cover.jpg?1567081541
Язык программирования Python: практикум. Учебное пособие,На складе,ИНФРА-М:            Среднее профессиональное образование,2126,1169,45,Жуков Роман Александрович,https://img3.labirint.ru/rc/71d8f63398f987eb04520124298a8de5/220x340q80/books72/712995/cover.jpg?1567611161
Машинное обучение и безопасность. Защита систем с помощью данных и алгоритмов,На складе,ДМК-Пресс,2826,1554,45,"Чио Кларенс, Фримэн Дэвид",https://img3.labirint.ru/rc/593d24e6861b5f73faafc68db1a013b0/220x340q80/books72/712299/cover.jpg?1602509204
Разработка интеллектуальных систем. Введение в технологию машинного обучения,На складе,ДМК-Пресс,2423,1333,45,Хултен Джефф,https://img4.labirint.ru/rc/3b72d89d8077850b5ca06f4f5c8a3274/220x340q80/books72/712300/cover.jpg?1602509204
Теория вероятностей и математическая статистика в среде MATLAB. Учебное пособие,Ограничено,Лань:            Учебники для вузов. Специальная литература,1936,1065,45,Алибеков Игорь Юсупович,https://img4.labirint.ru/rc/c47eb09867588164b209cd9c06da81c8/220x340q80/books72/710878/cover.jpg?1567610049
Экстремальное программирование. Разработка через тестирование,На складе,Питер:            Библиотека программиста,1546,1206,22,Бек Кент,https://img4.labirint.ru/rc/aa90a467b0327809866f3e0bf78fe33b/220x340q80/books59/583040/cover.jpg?1598873235
Объектно-ориентированное программирование с примерами на C#. Учебное пособие,На складе,Форум:            Среднее профессиональное образование,3046,1675,45,Хорев Павел Борисович,https://img4.labirint.ru/rc/e1eda1412dbc2a0c516318fd33fe13c0/220x340q80/books72/710484/cover.jpg?1567609723
Применение пакета MATLAB для анализа резонансных явлений в электрических цепях. Учебно-мет. пособие,На складе,Солон-пресс:            Библиотека студента,495,272,45,,https://img3.labirint.ru/rc/5158b3efba520738fe1ab4eea4a0bedb/220x340q80/books72/710643/cover.jpg?1567609857
Применение пакета MATLAB для анализа резонансных явлений в электрических цепях. Учебно-мет. пособие,На складе,Солон-пресс:            Библиотека студента,989,544,45,,https://img4.labirint.ru/rc/3e70b053d5c0d8b4d4f5fa647ff36cd4/220x340q80/books72/710644/cover.jpg?1576337109
Программирование. Сборник задач. Учебное пособие,На складе,Лань:            Учебники для вузов. Специальная литература,2786,1532,45,Архипов Олег Григорьевич и др.,https://img4.labirint.ru/rc/dbfe545892f5c6cb32e173af645358df/220x340q80/books71/709840/cover.jpg?1567609161
Python. Книга Рецептов,На складе,ДМК-Пресс,4846,2665,45,"Бизли Дэвид, Джонс Брайан К.",https://img3.labirint.ru/rc/669f30484d8ec081399942726c6cea50/220x340q80/books71/708689/cover.jpg?1565184307
Глубокое обучение с подкреплением на Python. OpenAI Gym и TensorFlow для профи,На складе,Питер:            Библиотека программиста,1901,1483,22,Равичандиран Судхарсан,https://img3.labirint.ru/rc/fc418021f9a5f09cfd89d353d781a8fd/220x340q80/books72/710005/cover.jpg?1565184393
Грокаем глубокое обучение,На складе,Питер:            Библиотека программиста,1539,1200,22,Траск Эндрю,https://img4.labirint.ru/rc/858522e1957f78b8967ce9b8d2abf268/220x340q80/books71/709360/cover.jpg?1564766800
Практика реактивного программирования в SPRING 5,На складе,ДМК-Пресс,4576,2517,45,"Докука Олег, Лозинский Игорь",https://img3.labirint.ru/rc/8ce811992154828f82ed80a5e50b9815/220x340q80/books71/709075/cover.jpg?1564655157
Нейросетевые методы в обработке естественного языка,На складе,ДМК-Пресс,4038,2221,45,Гольдберг Йоав,https://img3.labirint.ru/rc/ea73e3969e4c0e1683722438465315b0/220x340q80/books71/707569/cover.jpg?1563699854
Предиктивное моделирование на практике,На складе,Питер:            Для профессионалов,3501,2731,22,"Кун Макс, Джонсон Кьелл",https://img4.labirint.ru/rc/ffee45bb4223cabd2acc4152d75e7ad5/220x340q80/books71/707676/cover.jpg?1563699912
Микросервисы. Паттерны разработки и рефакторинга,На складе,Питер:            Библиотека программиста,2728,2128,22,Ричардсон Крис,https://img3.labirint.ru/rc/424d0ce0bc0c43b6130226899cfbd8d2/220x340q80/books71/707677/cover.jpg?1563699913
Выразительный JavaScript. Современное веб-программирование,На складе,Питер:            Для профессионалов,2817,2197,22,Хавербеке Марейн,https://img4.labirint.ru/rc/a61de9660db7386e74ff47c5982d17c1/220x340q80/books71/707678/cover.jpg?1563699914
"Системы счисления, алгоритмизация и программирование. Учебное пособие",На складе,ИНФРА-М:            Военное образование,2126,1169,45,Игнашева Елена Петровна,https://img3.labirint.ru/rc/60faa7c28aeb384f3c6ed24f681380f2/220x340q80/books71/707305/cover.jpg?1567607283
Объектно-ориентированное программирование. Учебник,Ограничено,Лань:            Учебники для вузов. Специальная литература,5898,3244,45,Барков Игорь Александрович,https://img3.labirint.ru/rc/c128b716c361e5d223d6cb16fa15221f/220x340q80/books71/706953/cover.jpg?1567604848
Практическое введение в программную инженерию. Учебное пособие,Ограничено,Лань:            Учебники для вузов. Специальная литература,2679,1473,45,Волк Владимир Константинович,https://img4.labirint.ru/rc/5f4885862e3b869174ac89ca40ac6d64/220x340q80/books71/706954/cover.jpg?1567604849
Проектирование цифровых устройств на ПЛИС. Учебное пособие,Ограничено,Лань:            Учебники для вузов. Специальная литература,2865,1576,45,Ушенина Инна Владимировна,https://img3.labirint.ru/rc/180bc2d319cdfaa16b8b54901df50070/220x340q80/books71/706957/cover.jpg?1567604851
Введение в технологии контейнеров и Kubernetes,На складе,ДМК-Пресс,2153,1184,45,Маркелов Андрей Александрович,https://img4.labirint.ru/rc/ad2584f665e78b92c262bd017560b6ed/220x340q80/books71/706780/cover.jpg?1563020752
Логическое проектирование и верификация систем на SystemVerilog,На складе,ДМК-Пресс,3230,1777,45,Дональд Томас,https://img4.labirint.ru/rc/ec606471768775c75f071743e8065007/220x340q80/books71/706782/cover.jpg?1563020753
HTML5 и CSS3 для чайников,На складе,"Диалектика:            Для ""чайников""",3112,1712,45,"Титтел Эд, Минник Крис",https://img3.labirint.ru/rc/53b8ff51d66851e158d681f498461e16/220x340q80/books69/685649/cover.jpg?1581251109
C# для чайников,На складе,"Диалектика:            Для ""чайников""",3976,2187,45,Мюллер Джон Пол и др.,https://img3.labirint.ru/rc/ad1b01c8806a4b788c4498bd7df3bb36/220x340q80/books71/706031/cover.jpg?1562153179
Изучаем TypeScript 3,На складе,ДМК-Пресс,3769,2073,45,Розенталс Натан,https://img4.labirint.ru/rc/29a551268176e3346abb282a71304a6e/220x340q80/books71/705432/cover.jpg?1562250408
Введение в веб-разработку на языке JavaScript. Учебное пособие,Ограничено,Лань:            Учебники для вузов. Специальная литература,2160,1188,45,Государев Илья Борисович,https://img3.labirint.ru/rc/afa2e5afe052c039279791c734fa072f/220x340q80/books71/704351/cover.jpg?1564210294
Программирование компьютерной графики,На складе,ДМК-Пресс,2826,1554,45,Боресков Алексей Викторович,https://img3.labirint.ru/rc/da45e5494d5abe860539556587e1423b/220x340q80/books71/705003/cover.jpg?1561983968
Высокопроизводительный код на платформе .NET,На складе,Питер:            Для профессионалов,2767,2158,22,Уотсон Бен,https://img4.labirint.ru/rc/efa76824472b668e43393082304e254f/220x340q80/books71/704924/cover.jpg?1562145998
Совершенный алгоритм. Графовые алгоритмы и структуры данных,На складе,Питер:            Библиотека программиста,1815,1416,22,Рафгарден Тим,https://img3.labirint.ru/rc/2670c211d05df5a13faef403b3f2dbd8/220x340q80/books71/704015/cover.jpg?1561541154
{Вы не знаете JS} Асинхронная обработка и оптимизация,На складе,Питер:            Бестселлеры O`Reilly,1696,1323,22,Симпсон Кайл,https://img4.labirint.ru/rc/132c62cab522c7fb618b7fbd13c03607/220x340q80/books71/704016/cover.jpg?1561541155
Основы теории вейвлетов. Вейвлеты в Matlab,На складе,ДМК-Пресс:            Все о вейвлетах,2693,1481,45,Смоленцев Николай Константинович,https://img4.labirint.ru/rc/f36dec672a7b9a50371db3d9bccbfa6a/220x340q80/books71/703822/cover.jpg?1561303634
Изучаем React,На складе,Бомбора:            Мировой компьютерный бестселлер,1928,1407,27,Чиннатамби Кирупа,https://img4.labirint.ru/rc/aac6fd54c3d5dd08cb3fff609f02b8f7/220x340q80/books71/703880/cover.jpg?1564209974
Python для чайников,На складе,"Диалектика:            Для ""чайников""",3112,1712,45,Мюллер Джон Пол,https://img3.labirint.ru/rc/3d1faf3cb9e926dc51b3dd53894c2a4a/220x340q80/books71/703167/cover.jpg?1560777957
Изучение сложных систем с помощью Python,На складе,ДМК-Пресс,2021,1112,45,Дауни Аллен Б.,https://img4.labirint.ru/rc/c40d5fadae7f999aeba39e5ac032a923/220x340q80/books71/702506/cover.jpg?1644225903
Как устроен JavaScript,Ограничено,Питер:            Для профессионалов,1659,1294,22,Крокфорд Дуглас,https://img4.labirint.ru/rc/da7a58ae4ec610f867d067eb890e6dab/220x340q80/books71/702248/cover.jpg?1560414351
Вероятностное программирование на Python. Байесовский вывод и алгоритмы,На складе,Питер:            Библиотека программиста,2468,1925,22,Дэвидсон-Пайлон Кэмерон,https://img3.labirint.ru/rc/6bb8c2327b10b7df495c541afc86feda/220x340q80/books71/702249/cover.jpg?1560414352
JavaScript для чайников,На складе,"Диалектика:            Для ""чайников""",2592,1426,45,"Минник Крис, Холланд Ева",https://img3.labirint.ru/rc/728210717c04990ab9f55b337fd821f6/220x340q80/books71/700943/cover.jpg?1559208303
Легкий способ выучить Python 3,На складе,Бомбора:            Мировой компьютерный бестселлер,1206,880,27,Шоу Зед А.,https://img4.labirint.ru/rc/058a85a8cb0d35f5b6d9a26ea9a4e8eb/220x340q80/books71/701052/cover.jpg?1559283938
Jenkins 2. Приступаем к работе. Создайте свой конвейер развертывания для автоматизации следующего п.,На складе,ДМК-Пресс,5116,2814,45,Ластер Брент,https://img3.labirint.ru/rc/fbb86014256b0c1aaa8888c3cd2c6d64/220x340q80/books70/699485/cover.jpg?1558632433
Реактивное программирование на С++. Проектирование параллельных и асинхронных приложений с использов,На складе,ДМК-Пресс,2423,1333,45,"Пай Прасид, Абрахам Питер",https://img4.labirint.ru/rc/cd7d3002b171da8d08435a24faa88097/220x340q80/books70/699486/cover.jpg?1558632434
Изображение квантовых процессов. Начальный курс квантовой теории и рассуждений на диаграммах,На складе,ДМК-Пресс,6058,3332,45,"Коке Боб, Киссинждер Алекс",https://img4.labirint.ru/rc/d095591f1e0368c737c9dd75fa476ded/220x340q80/books70/699068/cover.jpg?1558632384
Unreal Engine VR для разработчиков,На складе,Бомбора:            Мировой компьютерный бестселлер,1670,1219,27,Маккефри Митч,https://img4.labirint.ru/rc/bac7319712209fdaefa46c008f1d2f6d/220x340q80/books70/696342/cover.jpg?1564204733
Язык программирования Python. Практикум. Учебное пособие,На складе,ИНФРА-М:            Высшее образование. Бакалавриат,2074,1141,45,Жуков Роман Александрович,https://img4.labirint.ru/rc/55231ee6754c7a956aec2c013eaef980/220x340q80/books70/698332/cover.jpg?1564206154
Django 2 в примерах,На складе,ДМК-Пресс,3499,1924,45,Меле Антонио,https://img4.labirint.ru/rc/80d7fe82e2aa75bdd9073198e9ce79f1/220x340q80/books70/698238/cover.jpg?1557930340
Глубокое обучение без математики. Том 1. Основы,На складе,ДМК-Пресс,4576,2517,45,Гласснер Эндрю,https://img3.labirint.ru/rc/c80576c76aeb65ccdb82b73472d412d2/220x340q80/books70/698239/cover.jpg?1558693508
